urn	text
urn:cts:greekLit:tlg5026.msA.normed:5.5016.lemma	η τε κε δηρον
urn:cts:greekLit:tlg5026.msA.normed:5.5016.comment	η κεν ζως· διζεντκοι αμφοτεροι διο οξυνονται δια τα επιφερομεναv εγκλιτικα χωρις ει μη ο δευτερος βεβαιωτικος· και γαρ τουτο μαλλον αιτει η διανοια⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5017.lemma	ζως· το ζως
urn:cts:greekLit:tlg5026.msA.normed:5.5017.comment	ο ασκαλωνιτης αξιοι περισπαν ου‘χ υγιως μονον γαρ το σως εστι περισπωμενον μονοσυλλαβον ειςας ληγον αρσενικον γεγονοσ η εκ του σοος ως οιεται φιλοξενοσ, η εκ του σαος οπερ κρειττον· ει δε ο ασκαλωνιτης αξιοι αυτο εκ του ζωος , ιστω· οτι το μεν προκειμενον βαρυτονον ην ενθεν περιεσπατο το σως· το δε ζως εξ οξυνομενου ως φηεσι του ζωος· αμεινον δε οξυνειν εγκλινειν δε εν ταυτη· τη· αναγνωσι· η μεντοι κλισις αυτου ισοσυλλαβος ευρεθη⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5018.lemma	αμενηνος ε
urn:cts:greekLit:tlg5026.msA.normed:5.5018.comment	το εα ιωνικον εστιν εκ του η γεγονος. διο συσταλτεον το αλφα, ομοιως τω τοιος εα εν πολεμω ο και δια του ην λεγεται τοις ηα φιλοπτολεμοσ . το δε μετρον ου κωλυεται· απηρτησε γαρ εις μερος λογου και επεχει τοπον μακρας ομοιως τω αμφηρεφεα τε φαρετρην ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5019.lemma	τυπησιν
urn:cts:greekLit:tlg5026.msA.normed:5.5019.comment	ως πληγησι . δοκει δε ως προς την αναλογιαν σημειουσθαι τα γαρ εις πην μονογενη δισυλλαβα φιλει βαρυνεσθαι ει δε τι οξυνεται εχει προ τελους η ι η ο · πως ουν το τυπην μονον οξυνομενον τω υ παρεληχθη⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5021.lemma	αιει γαρ τοι
urn:cts:greekLit:tlg5026.msA.normed:5.5021.comment	οτι εντευθεν μετενηνεκται εν τη πρωτη ραψωδια επι τον προς αχιλλεα υπo αγαμεμνονος λογον⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5022.lemma	μητρος τοι
urn:cts:greekLit:tlg5026.msA.normed:5.5022.comment	η διπλη οτι σαφως ηρας ο αρης ουκ ενυους ως τινες⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5023.lemma	και κεν δη παλαι ησθας ενερτερος ουρανιωνων⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5023.comment	οτι ζηνοδοτος γραφει ενερτατος . ου δει δε. η γαρ συγκρισις εστι προς τους τιτανας ανομοιογενεις και εν ενι κατηγμενους τοπω τουτων ουν ενερτερος ο μη κατα γενος ων εξ αυτων
urn:cts:greekLit:tlg5026.msA.normed:5.5024.lemma	ως φατο και παιηον'
urn:cts:greekLit:tlg5026.msA.normed:5.5024.comment	ως φατο και παιηον' · οτι ιατρον των θεων ετερον παρα ταν απολλωνα παραδιδωσι τουτον⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5025.lemma	τον δ' ηβη λουσεν
urn:cts:greekLit:tlg5026.msA.normed:5.5025.comment	οτι παρθενικον το λουειν ουκ οιδεν αρα. υφ' ηρακλεους αυτην γεγαμημενην ως εν τοις ηθετημενοις εν οδυσσεια ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5026.lemma	παρ δε διι κρονιωνι καθεζετο
urn:cts:greekLit:tlg5026.msA.normed:5.5026.comment	οτι ου δεοντως εκ του περι βριαρεω λογου ενθαδε μετακειται ο στιχος ου γαρ και κυδους αξιον πεπρακται αυτω. και οτι ατοπον επι τω κυδει γαυριαν τον υπο θνητου ηττημενον⁑
urn:cts:greekLit:tlg5026.msA.normed:5.6021.lemma	ος ρα νοθος μεν εην
urn:cts:greekLit:tlg5026.msA.normed:5.6021.comment	οτι βαρβαρικον εθος το εκ πλειονων γυναικων παιδοποιεισθαι⁑
urn:cts:greekLit:tlg5026.msA.normed:4.4.lemma	χρυσεω εν δαπεδω:
urn:cts:greekLit:tlg5026.msA.normed:4.4.comment	πως τον ουρανον πολυχαλκον λεγει και παλιν χρυσουν ως το χρυσεω εν δ' απεδω ιστεον δε οτι οταν μεν στερεον βουλεται λεγειν. τοτε πολυχαλκον φησιν. οταν δε καλον χρυσουν
urn:cts:greekLit:tlg5026.msA.normed:4.8.lemma	μετα δε σφισι
urn:cts:greekLit:tlg5026.msA.normed:4.8.comment	το σφυσι κατ εγκλισιν αναγνωστεον νυν ινα εις απλην αντωνυμιαν: η μεταληψις γενηται τουτο δε το παρατηρημα οι απ αρισταρχου παραγγειλαντες διηνεκει την αναγνωσιν ουκ εφυλαξαν αληθες γαρ εστι οτι η σφισιν εγκλιτικη ουσα εις απλην μεταλαμβανεται ωσπερ και επι του ετι γαρ σφισι κυδος ορεξω ου μην ορθοτονουμενη παντως εις συνθετον εστι γαρ οτε και εις απλην εις μεν ουν συνθετον ουτως αι ε μετα σφισιν ειχον εις απλην δε ουτως τους δ' αναγον ζυγους σφισιν εργαζεσθαι σφισι δ' αυτοις δαιτα πενεσθαι ⁑
urn:cts:greekLit:tlg5026.msA.normed:4.785.comment	ου γαρ δη και οι αιχμαλωτοι αγονται εαυτοις εργαζεσθαι· αλλ αυτοις τοις αγουσι: ουδε μνηστηρες τα προς την δαιτα εαυτοις παρεσκευαζον ετεροι δε αυτοις ⁑
urn:cts:greekLit:tlg5026.msA.normed:4.5.lemma	δαπεδον·
urn:cts:greekLit:tlg5026.msA.normed:4.5.comment	το ομαλον χωριον γηπεδα δε τα εν ταις πολεσι προκειμενα ταις οικειαις οιον κηπιδια. οικοπεδα δε οικιας κατα ριφθεισης εις εδαφος ⁑
urn:cts:greekLit:tlg5026.msA.normed:4.9.lemma	ποτνια ηβη
urn:cts:greekLit:tlg5026.msA.normed:4.9.comment	οτι παρθενος η ηβη οινοχοει γαρ ουκ αρα γεγαμηται υφ ηρακλεους ως εν τοις κατα την νεκυιαν ηθετημενοις. δι ην δε αιτιαν ου παρεστη γανυμηδης ων οινοχοος του διος . ενιοι μεν φησιν οτι του διος μονου ων διακωνος ουκ εξην αυτον κοινως πασιν οινοχοειν. η δε ηβη ευλογως οτι κοινη πασιν εστιν ενιοι δε φασιν οτι σκεψεως περι της ιλιου πορθησεως γενομενης ευοικονομησω απεστη του συνεδριου ινα μηδεν εναντιον γενηται δια την προς αυτον χαριν ⁑
urn:cts:greekLit:tlg5026.msA.normed:4.786.comment	δια τι δε και μονω τω διι γανυμηδ γανυμηδης υπηρετει: ρητεον ουν οτι ηβη μεν απασι διακονει οτι επει το θειον αει νεαζει τε και ηβα . τουτο γαρ βουλεται αυτοις η τε αμβροσια τις ουσα και το νεκταρ παρα το νεαζειν γεγενημενον ⁑
urn:cts:greekLit:tlg5026.msA.normed:4.787.comment	γανυμηδης δε υπηρετει μονω τω διι οτι ο μεν ζευς ο πρωτος εστι νους. μονος δε νους. οικειον εχει το τοις μηδεσι γανυσθαι τουτο γαρ ο γαννυμηδης ⁑
urn:cts:greekLit:tlg5026.msA.normed:4.10.lemma	νεκταρ εωνοχοει
urn:cts:greekLit:tlg5026.msA.normed:4.10.comment	κατ ενια των υπομνηματων ενωνοχοει φερεται οι δε φασι την ζηνοδοτειον ειναι την γραφην: εν μεντοι ταις εκδοσεσι χωρις του ν ευραμεν διαφορους δε δοξας εκτιθεται τη προσωδια ο ηρωδιανος η δε αρεσκεται αυτη εστιν. εθος εστι τω ποιητη αποβαλλειν πολλακις το κατ αρχην ε επι τω ν παρωχημενων. εσθ οτε δε και πλεοναζειν προδηλοι δε αι χρησεις: στησα δ' εν αμνησω : σκηπτρον μεν τοι δωκε : το γαρ εντελες τω δ' ετερον μεν εδωκεν : ουτως ουν και εκ του εναντιου το μεν γαρ ακολουθον εστι κινημα απο του οιγω ωγεν κατα παρατατικον : τον δ' ου θεος αλλως ανωγεν . αλλα το κατα πλεονασμον του ε χειλου δ' απο πομ' ανεωγεν και απο του ανδανω ηνδανε, αλλ ουκ ατρειδης αγαμεμνονι ηνδανε . το δε κατα πλεονασμον ουδ' αγαμεμνονι παμπαν εηνδανε : και παλιν εσσατο δ' εκτοσθεν ειτα εν ετεροις εεσσατο δερμα απο δε του ωθω βαρυτονου το ωσα παρεξ και ωσε το τριτον ο εν πλεονασμω φησι καδ δ αρ επι στομ' εωσεν ουτως ουν και επι τουτου εν ετεροις γαρ φησιν ωνοχοει δ' υιος μενελαου οπερ μετα πλεονασμον του ε ακολουθως παλιν απεφηνατο νεκταρ εωνοχοει ⁑
urn:cts:greekLit:tlg5026.msA.normed:4.27.lemma	οπως εσται ταδε εργα·
urn:cts:greekLit:tlg5026.msA.normed:4.27.comment	βραχυ διασταλτεον επι το ταδε εργα και ορσωμεν βαρυνομενου του προτερου συνδεσμου περισπωμενου δε του δευτερου: οι δε υποστιζοντες επι το ορσομεν παλιν υπο της πευστικης υποκρισεως πλανωνται: επει και τοις δισταγμοις αυτη συμβεβηκε πολλακις ημεις δε στιζομεν επι το ορσομεν ο γαρ λογος φραζωμεθα ως εσται ταυτα ποτερον παλιν πολεμον ποιησομεν η φιλιαν εμβαλουμεν ⁑
urn:cts:greekLit:tlg5026.msA.normed:4.32.lemma	ει δ' αυτως.
urn:cts:greekLit:tlg5026.msA.normed:4.32.comment	δια του π αι αρισταρχου ει δ' αυ πως : εν δε τη κατα αριστοφανη ει δ' αυτως δια του τ ⁑
urn:cts:greekLit:tlg5026.msA.normed:4.37.lemma	πλησιαι αι γ' ησθην ·
urn:cts:greekLit:tlg5026.msA.normed:4.37.comment	την καθεδραν ηρας και αθηνας υποτιθεται εκατερωθεν πλησιον του διος
urn:cts:greekLit:tlg5026.msA.normed:4.39.lemma	ητοι αθηναιη ·
urn:cts:greekLit:tlg5026.msA.normed:4.39.comment	προς το ακεων οτι αντι του ακεουσα εξενηνεκται ου γαρ εστιν αντι του ησυχως ως ο αριστονικος εν τοις σημειοις φησιν ομοιως το αλλ' ακεων δαινυσθε ο γαρ απολλωνιος εν τω περι μετοχης αποδεικνυσιν: ακριβεστατα εκ της συνταξεως οτι ου δυναται ειναι επιρρημα μεσοτητος ⁑
urn:cts:greekLit:tlg5026.msA.normed:4.44.lemma	αλιον.
urn:cts:greekLit:tlg5026.msA.normed:4.44.comment	δασυντεον το αλιον: παρα γαρ την αλος γενικην κτητικως μετηχθη σημαντικον δε εστι του ματαιου επει ουκ ευχρηστον εις ποσιν το θαλασσιον υδωρ το γουν εναντιον ποτιμον και ποταμος λεγεται ⁑
